image_id,label,variety,age,image_path,is_valid
105775.jpg,normal,ADT45,60,normal/105775.jpg,0
101443.jpg,dead_heart,ADT45,70,dead_heart/101443.jpg,0
107094.jpg,blast,KarnatakaPonni,75,blast/107094.jpg,0
100444.jpg,dead_heart,Onthanel,50,dead_heart/100444.jpg,0
105589.jpg,bacterial_leaf_streak,Zonal,70,bacterial_leaf_streak/105589.jpg,0
103297.jpg,hispa,ADT45,57,hispa/103297.jpg,0
101946.jpg,hispa,ADT45,45,hispa/101946.jpg,0
101728.jpg,normal,ADT45,60,normal/101728.jpg,0
100369.jpg,normal,ADT45,60,normal/100369.jpg,0
103878.jpg,hispa,AtchayaPonni,65,hispa/103878.jpg,0
108625.jpg,blast,KarnatakaPonni,75,blast/108625.jpg,0
109407.jpg,hispa,ADT45,50,hispa/109407.jpg,0
103892.jpg,brown_spot,ADT45,55,brown_spot/103892.jpg,0
100151.jpg,blast,Ponni,47,blast/100151.jpg,0
108184.jpg,downy_mildew,KarnatakaPonni,50,downy_mildew/108184.jpg,0
109852.jpg,normal,Ponni,60,normal/109852.jpg,0
101587.jpg,normal,ADT45,60,normal/101587.jpg,0
108902.jpg,normal,ADT45,70,normal/108902.jpg,0
109785.jpg,bacterial_leaf_blight,Ponni,47,bacterial_leaf_blight/109785.jpg,0
101067.jpg,blast,KarnatakaPonni,75,blast/101067.jpg,0
105238.jpg,tungro,ADT45,72,tungro/105238.jpg,0
106469.jpg,normal,ADT45,70,normal/106469.jpg,0
106775.jpg,blast,KarnatakaPonni,75,blast/106775.jpg,0
102932.jpg,brown_spot,ADT45,55,brown_spot/102932.jpg,0
108125.jpg,bacterial_leaf_blight,ADT45,72,bacterial_leaf_blight/108125.jpg,0
103066.jpg,dead_heart,Ponni,80,dead_heart/103066.jpg,0
103461.jpg,hispa,AtchayaPonni,65,hispa/103461.jpg,0
100185.jpg,brown_spot,ADT45,55,brown_spot/100185.jpg,0
101546.jpg,dead_heart,ADT45,77,dead_heart/101546.jpg,0
108329.jpg,bacterial_leaf_streak,ADT45,68,bacterial_leaf_streak/108329.jpg,0
103109.jpg,normal,ADT45,60,normal/103109.jpg,0
102824.jpg,normal,ADT45,60,normal/102824.jpg,0
110160.jpg,brown_spot,ADT45,70,brown_spot/110160.jpg,0
100349.jpg,hispa,ADT45,70,hispa/100349.jpg,0
106237.jpg,downy_mildew,ADT45,70,downy_mildew/106237.jpg,0
101952.jpg,dead_heart,ADT45,70,dead_heart/101952.jpg,0
103927.jpg,dead_heart,ADT45,70,dead_heart/103927.jpg,0
104368.jpg,blast,ADT45,70,blast/104368.jpg,0
102994.jpg,normal,ADT45,57,normal/102994.jpg,0
105533.jpg,bacterial_panicle_blight,Ponni,80,bacterial_panicle_blight/105533.jpg,0
102120.jpg,normal,ADT45,60,normal/102120.jpg,0
102018.jpg,blast,Ponni,47,blast/102018.jpg,0
100212.jpg,bacterial_leaf_streak,ADT45,60,bacterial_leaf_streak/100212.jpg,0
107221.jpg,brown_spot,ADT45,50,brown_spot/107221.jpg,0
103977.jpg,hispa,ADT45,70,hispa/103977.jpg,0
108226.jpg,normal,ADT45,70,normal/108226.jpg,0
104867.jpg,tungro,ADT45,60,tungro/104867.jpg,0
108283.jpg,tungro,ADT45,45,tungro/108283.jpg,0
108724.jpg,downy_mildew,KarnatakaPonni,50,downy_mildew/108724.jpg,0
102751.jpg,hispa,AtchayaPonni,65,hispa/102751.jpg,0
100386.jpg,dead_heart,ADT45,75,dead_heart/100386.jpg,0
103284.jpg,blast,ADT45,70,blast/103284.jpg,0
102203.jpg,brown_spot,KarnatakaPonni,75,brown_spot/102203.jpg,0
102327.jpg,downy_mildew,ADT45,60,downy_mildew/102327.jpg,0
104753.jpg,normal,Ponni,60,normal/104753.jpg,0
102165.jpg,hispa,ADT45,70,hispa/102165.jpg,0
109247.jpg,brown_spot,ADT45,70,brown_spot/109247.jpg,0
102384.jpg,hispa,AtchayaPonni,65,hispa/102384.jpg,0
106058.jpg,hispa,Zonal,70,hispa/106058.jpg,0
109302.jpg,blast,AndraPonni,45,blast/109302.jpg,0
107942.jpg,normal,ADT45,80,normal/107942.jpg,0
106951.jpg,normal,ADT45,60,normal/106951.jpg,0
101826.jpg,tungro,ADT45,70,tungro/101826.jpg,0
104009.jpg,dead_heart,ADT45,75,dead_heart/104009.jpg,0
107765.jpg,normal,ADT45,60,normal/107765.jpg,0
104122.jpg,dead_heart,ADT45,75,dead_heart/104122.jpg,0
100482.jpg,blast,ADT45,50,blast/100482.jpg,0
108102.jpg,bacterial_leaf_blight,Zonal,70,bacterial_leaf_blight/108102.jpg,0
109398.jpg,brown_spot,ADT45,65,brown_spot/109398.jpg,0
104166.jpg,normal,Ponni,60,normal/104166.jpg,0
103587.jpg,hispa,AtchayaPonni,65,hispa/103587.jpg,0
105746.jpg,bacterial_panicle_blight,ADT45,70,bacterial_panicle_blight/105746.jpg,0
105854.jpg,blast,Ponni,55,blast/105854.jpg,0
108047.jpg,dead_heart,ADT45,67,dead_heart/108047.jpg,0
105087.jpg,hispa,ADT45,45,hispa/105087.jpg,0
109667.jpg,blast,ADT45,70,blast/109667.jpg,0
109062.jpg,dead_heart,ADT45,70,dead_heart/109062.jpg,0
102061.jpg,hispa,ADT45,70,hispa/102061.jpg,0
105261.jpg,dead_heart,ADT45,70,dead_heart/105261.jpg,0
102909.jpg,blast,ADT45,70,blast/102909.jpg,0
109464.jpg,blast,AndraPonni,45,blast/109464.jpg,0
109021.jpg,bacterial_leaf_blight,ADT45,55,bacterial_leaf_blight/109021.jpg,0
106955.jpg,dead_heart,ADT45,70,dead_heart/106955.jpg,0
109750.jpg,brown_spot,ADT45,65,brown_spot/109750.jpg,0
100558.jpg,dead_heart,ADT45,70,dead_heart/100558.jpg,0
103644.jpg,tungro,ADT45,70,tungro/103644.jpg,0
101578.jpg,dead_heart,IR20,70,dead_heart/101578.jpg,0
102340.jpg,normal,ADT45,50,normal/102340.jpg,0
104942.jpg,bacterial_leaf_blight,ADT45,55,bacterial_leaf_blight/104942.jpg,0
110369.jpg,dead_heart,ADT45,70,dead_heart/110369.jpg,0
105835.jpg,hispa,AndraPonni,65,hispa/105835.jpg,0
104406.jpg,tungro,ADT45,67,tungro/104406.jpg,0
100755.jpg,bacterial_leaf_streak,Onthanel,50,bacterial_leaf_streak/100755.jpg,0
101182.jpg,blast,KarnatakaPonni,75,blast/101182.jpg,0
103338.jpg,brown_spot,ADT45,70,brown_spot/103338.jpg,0
106376.jpg,dead_heart,ADT45,72,dead_heart/106376.jpg,0
108211.jpg,hispa,Onthanel,70,hispa/108211.jpg,0
106680.jpg,downy_mildew,ADT45,70,downy_mildew/106680.jpg,0
105158.jpg,dead_heart,RR,70,dead_heart/105158.jpg,0
107583.jpg,blast,ADT45,45,blast/107583.jpg,0
109215.jpg,dead_heart,ADT45,70,dead_heart/109215.jpg,0
107215.jpg,blast,ADT45,50,blast/107215.jpg,0
108610.jpg,dead_heart,ADT45,70,dead_heart/108610.jpg,0
106900.jpg,hispa,AndraPonni,65,hispa/106900.jpg,0
104092.jpg,bacterial_leaf_blight,ADT45,55,bacterial_leaf_blight/104092.jpg,0
103357.jpg,bacterial_leaf_blight,ADT45,72,bacterial_leaf_blight/103357.jpg,0
103224.jpg,blast,AndraPonni,45,blast/103224.jpg,0
108445.jpg,tungro,ADT45,70,tungro/108445.jpg,0
105834.jpg,normal,ADT45,70,normal/105834.jpg,0
102777.jpg,brown_spot,KarnatakaPonni,75,brown_spot/102777.jpg,0
102147.jpg,normal,ADT45,60,normal/102147.jpg,0
110068.jpg,brown_spot,ADT45,55,brown_spot/110068.jpg,0
108853.jpg,hispa,AtchayaPonni,65,hispa/108853.jpg,0
104207.jpg,downy_mildew,KarnatakaPonni,50,downy_mildew/104207.jpg,0
104649.jpg,dead_heart,ADT45,70,dead_heart/104649.jpg,0
108412.jpg,dead_heart,ADT45,67,dead_heart/108412.jpg,0
103657.jpg,dead_heart,AndraPonni,65,dead_heart/103657.jpg,0
104611.jpg,tungro,ADT45,72,tungro/104611.jpg,0
106188.jpg,downy_mildew,KarnatakaPonni,70,downy_mildew/106188.jpg,0
105676.jpg,normal,Ponni,60,normal/105676.jpg,0
101378.jpg,dead_heart,ADT45,67,dead_heart/101378.jpg,0
104357.jpg,blast,KarnatakaPonni,50,blast/104357.jpg,0
103255.jpg,normal,ADT45,60,normal/103255.jpg,0
100624.jpg,dead_heart,Onthanel,50,dead_heart/100624.jpg,0
107168.jpg,hispa,Ponni,60,hispa/107168.jpg,0
102577.jpg,hispa,AndraPonni,65,hispa/102577.jpg,0
100855.jpg,tungro,ADT45,60,tungro/100855.jpg,0
107910.jpg,normal,ADT45,70,normal/107910.jpg,0
100451.jpg,brown_spot,ADT45,70,brown_spot/100451.jpg,0
107311.jpg,dead_heart,ADT45,67,dead_heart/107311.jpg,0
109489.jpg,dead_heart,ADT45,67,dead_heart/109489.jpg,0
106626.jpg,normal,ADT45,67,normal/106626.jpg,0
108914.jpg,hispa,ADT45,57,hispa/108914.jpg,0
101687.jpg,dead_heart,ADT45,80,dead_heart/101687.jpg,0
104943.jpg,brown_spot,KarnatakaPonni,50,brown_spot/104943.jpg,0
102680.jpg,normal,ADT45,70,normal/102680.jpg,0
109267.jpg,hispa,AtchayaPonni,57,hispa/109267.jpg,0
108900.jpg,dead_heart,ADT45,73,dead_heart/108900.jpg,0
103998.jpg,blast,ADT45,45,blast/103998.jpg,0
100125.jpg,hispa,ADT45,70,hispa/100125.jpg,0
108946.jpg,bacterial_leaf_streak,Onthanel,50,bacterial_leaf_streak/108946.jpg,0
104590.jpg,bacterial_leaf_streak,Onthanel,50,bacterial_leaf_streak/104590.jpg,0
107726.jpg,normal,ADT45,65,normal/107726.jpg,0
100532.jpg,brown_spot,ADT45,72,brown_spot/100532.jpg,0
108825.jpg,blast,KarnatakaPonni,75,blast/108825.jpg,0
104333.jpg,tungro,ADT45,45,tungro/104333.jpg,0
109024.jpg,normal,ADT45,70,normal/109024.jpg,0
103784.jpg,blast,AndraPonni,45,blast/103784.jpg,0
101774.jpg,hispa,ADT45,68,hispa/101774.jpg,0
102239.jpg,dead_heart,ADT45,70,dead_heart/102239.jpg,0
109789.jpg,hispa,ADT45,70,hispa/109789.jpg,0
100637.jpg,normal,ADT45,60,normal/100637.jpg,0
106436.jpg,hispa,AtchayaPonni,65,hispa/106436.jpg,0
108428.jpg,normal,ADT45,70,normal/108428.jpg,0
100705.jpg,dead_heart,ADT45,80,dead_heart/100705.jpg,0
102342.jpg,normal,Ponni,60,normal/102342.jpg,0
109765.jpg,brown_spot,ADT45,70,brown_spot/109765.jpg,0
107079.jpg,tungro,ADT45,65,tungro/107079.jpg,0
109045.jpg,bacterial_leaf_streak,ADT45,60,bacterial_leaf_streak/109045.jpg,0
107338.jpg,dead_heart,AndraPonni,65,dead_heart/107338.jpg,0
109287.jpg,blast,KarnatakaPonni,75,blast/109287.jpg,0
106140.jpg,hispa,AtchayaPonni,65,hispa/106140.jpg,0
100253.jpg,normal,ADT45,67,normal/100253.jpg,0
101446.jpg,brown_spot,ADT45,70,brown_spot/101446.jpg,0
108122.jpg,hispa,ADT45,50,hispa/108122.jpg,0
103144.jpg,blast,ADT45,70,blast/103144.jpg,0
105355.jpg,downy_mildew,AtchayaPonni,45,downy_mildew/105355.jpg,0
108491.jpg,hispa,ADT45,70,hispa/108491.jpg,0
101881.jpg,dead_heart,ADT45,70,dead_heart/101881.jpg,0
108676.jpg,normal,ADT45,60,normal/108676.jpg,0
107558.jpg,brown_spot,ADT45,65,brown_spot/107558.jpg,0
108299.jpg,normal,ADT45,60,normal/108299.jpg,0
108846.jpg,hispa,Onthanel,70,hispa/108846.jpg,0
102556.jpg,dead_heart,RR,70,dead_heart/102556.jpg,0
105965.jpg,blast,Onthanel,50,blast/105965.jpg,0
108854.jpg,hispa,ADT45,68,hispa/108854.jpg,0
106797.jpg,dead_heart,ADT45,70,dead_heart/106797.jpg,0
101128.jpg,dead_heart,Ponni,80,dead_heart/101128.jpg,0
100488.jpg,tungro,ADT45,45,tungro/100488.jpg,0
109268.jpg,bacterial_leaf_streak,Zonal,70,bacterial_leaf_streak/109268.jpg,0
108444.jpg,normal,ADT45,60,normal/108444.jpg,0
103826.jpg,hispa,Zonal,70,hispa/103826.jpg,0
101202.jpg,normal,ADT45,70,normal/101202.jpg,0
101614.jpg,brown_spot,KarnatakaPonni,70,brown_spot/101614.jpg,0
101663.jpg,downy_mildew,ADT45,68,downy_mildew/101663.jpg,0
105146.jpg,hispa,ADT45,70,hispa/105146.jpg,0
105790.jpg,hispa,ADT45,70,hispa/105790.jpg,0
102844.jpg,dead_heart,Onthanel,50,dead_heart/102844.jpg,0
101475.jpg,blast,KarnatakaPonni,75,blast/101475.jpg,0
104853.jpg,bacterial_panicle_blight,ADT45,70,bacterial_panicle_blight/104853.jpg,0
107082.jpg,tungro,ADT45,65,tungro/107082.jpg,0
101716.jpg,normal,ADT45,50,normal/101716.jpg,0
108732.jpg,normal,Ponni,60,normal/108732.jpg,0
104398.jpg,brown_spot,ADT45,70,brown_spot/104398.jpg,0
110133.jpg,hispa,AtchayaPonni,65,hispa/110133.jpg,0
107057.jpg,normal,ADT45,60,normal/107057.jpg,0
105058.jpg,tungro,ADT45,70,tungro/105058.jpg,0
100182.jpg,hispa,ADT45,68,hispa/100182.jpg,0
103303.jpg,normal,ADT45,60,normal/103303.jpg,0
105414.jpg,hispa,AndraPonni,65,hispa/105414.jpg,0
100316.jpg,hispa,ADT45,45,hispa/100316.jpg,0
101666.jpg,blast,Ponni,47,blast/101666.jpg,0
104079.jpg,downy_mildew,KarnatakaPonni,70,downy_mildew/104079.jpg,0
109386.jpg,normal,ADT45,60,normal/109386.jpg,0
101700.jpg,brown_spot,ADT45,55,brown_spot/101700.jpg,0
110328.jpg,tungro,ADT45,72,tungro/110328.jpg,0
107912.jpg,bacterial_leaf_streak,Zonal,70,bacterial_leaf_streak/107912.jpg,0
103069.jpg,brown_spot,ADT45,72,brown_spot/103069.jpg,0
103650.jpg,hispa,AtchayaPonni,57,hispa/103650.jpg,0
104594.jpg,hispa,ADT45,45,hispa/104594.jpg,0
108067.jpg,dead_heart,ADT45,70,dead_heart/108067.jpg,0
110111.jpg,dead_heart,ADT45,67,dead_heart/110111.jpg,0
108918.jpg,hispa,AndraPonni,65,hispa/108918.jpg,0
100274.jpg,normal,ADT45,67,normal/100274.jpg,0
106757.jpg,dead_heart,IR20,70,dead_heart/106757.jpg,0
110327.jpg,normal,ADT45,67,normal/110327.jpg,0
101858.jpg,downy_mildew,KarnatakaPonni,70,downy_mildew/101858.jpg,0
100069.jpg,normal,ADT45,57,normal/100069.jpg,0
104394.jpg,downy_mildew,AtchayaPonni,45,downy_mildew/104394.jpg,0
106920.jpg,hispa,Zonal,70,hispa/106920.jpg,0
101483.jpg,blast,ADT45,60,blast/101483.jpg,0
109116.jpg,normal,ADT45,67,normal/109116.jpg,0
100832.jpg,brown_spot,ADT45,70,brown_spot/100832.jpg,0
105422.jpg,brown_spot,ADT45,70,brown_spot/105422.jpg,0
100557.jpg,tungro,ADT45,57,tungro/100557.jpg,0
102603.jpg,dead_heart,ADT45,70,dead_heart/102603.jpg,0
103030.jpg,bacterial_leaf_streak,ADT45,60,bacterial_leaf_streak/103030.jpg,0
109575.jpg,dead_heart,KarnatakaPonni,75,dead_heart/109575.jpg,0
107683.jpg,hispa,ADT45,45,hispa/107683.jpg,0
104586.jpg,blast,ADT45,50,blast/104586.jpg,0
